region_country,model,sample_mean,upper_95_ui,lower_95_ui,sd,level,definition
Sri Lanka,11.39,11.06,33.88,2.2,8.26,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Sudan,6.21,6.22,19.06,1.27,4.76,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Suriname,16.67,16.86,51.55,3.42,12.96,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Swaziland,11.7,11.8,36.39,2.17,9.07,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Sweden,67.07,67.03,210.3,13.01,51.21,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Switzerland,80.94,79.39,242.29,17.17,61.99,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Syrian Arab Republic,12.66,12.48,37.4,2.84,9.62,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Tajikistan,4.97,5.02,16.09,1.02,4.18,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Thailand,18.44,18.46,58.61,3.58,14.44,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
The former Yugoslav Republic of Macedonia,22.41,22.58,66.4,4.57,17.27,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Timor-Leste,4.02,4.13,12.41,0.81,3.25,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Togo,2.68,2.73,8.46,0.58,2.04,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Tonga,10.42,10.62,32.94,1.96,8.16,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Trinidad and Tobago,46.84,46.15,138.16,9.87,34.5,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Tunisia,19.54,18.93,56.48,3.76,14.84,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Turkey,30.53,30.94,97.22,5.74,24.96,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Turkmenistan,17.15,16.62,53.2,3.41,13.08,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Tuvalu,6.58,6.63,20.71,1.28,5.3,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Uganda,3.39,3.46,10.92,0.67,2.87,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Ukraine,14.41,14.27,41.16,3.05,10.49,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
United Arab Emirates,71.14,69.89,217.23,14.48,54.82,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
United Kingdom,61.18,61.62,189.49,12.08,48.72,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
United Republic of Tanzania,3.71,3.71,11.11,0.8,2.85,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
United States of America,77.76,76.47,230.22,15.95,61.12,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Uruguay,27.31,27.31,86.39,5.3,21.45,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Uzbekistan,7.52,7.49,23.48,1.54,5.69,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Vanuatu,10.15,10.4,34.07,1.92,8.36,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Venezuela (Bolivarian Republic of),24.13,24.07,67.79,5.2,18.25,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Viet Nam,7.46,7.38,22.17,1.57,5.3,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Yemen,6.18,6.22,19.23,1.35,4.69,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Zambia,4.01,3.93,12.17,0.8,3.06,secondary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
AFRO D,6.65,6.79,20.39,1.39,5.4,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
AFRO E,5.73,5.61,17.47,1.16,4.46,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
AMRO A,74.75,74.09,228.15,14.9,59.49,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
AMRO B,24.9,24.92,78.27,5.28,20.21,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
AMRO D,14.27,14.16,45.11,2.9,11.58,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Andean Latin America,17.57,17.55,52.06,3.44,13.32,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Australasia,67.67,68.21,210.78,13.87,52.53,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Caribbean,13.03,13.09,39.76,2.66,10.78,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Central Asia,13.35,13.18,39.03,2.82,10,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Central Europe,34.01,34.42,103.08,7.42,25.84,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Central Latin America,24.37,24.26,74.76,5.16,18.16,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Central Sub-Saharan Africa,5.33,5.35,16.89,1.11,4.29,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
EMRO B,32.64,32.18,96.53,6.52,24.34,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
EMRO D,8.11,8.23,25.22,1.65,6.55,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
EURO A,60.5,62.08,188.18,12.69,51.28,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
EURO B,25.72,25.34,77.45,5.2,19.65,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
EURO C,31.93,31.62,92.94,6.32,23,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
East Asia,15.74,15.82,46.59,3.22,13.68,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Eastern Europe,32.16,32.67,100.09,6.52,25.72,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Eastern Sub-Saharan Africa,3.62,3.68,11.03,0.71,2.9,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
High Income Asia Pacific,57.38,55.84,166.58,10.88,44.69,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
High Income North America,76.68,76.92,238.57,15.72,58.73,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
North Africa and the Middle East,23.14,22.96,67.28,4.68,17.75,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Oceania,6.82,6.85,20.98,1.5,5.48,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
SEARO B,11.76,11.94,37.41,2.5,9.19,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
SEARO D,7.54,7.63,22.42,1.51,5.8,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
South Asia,7.45,7.56,22.27,1.55,5.96,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Southeast Asia,10.8,10.6,32.68,2.11,8.19,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Southern Latin America,31.7,31.99,93.95,7.04,23.55,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Southern Sub-Saharan Africa,20.26,20.32,62.9,4.06,15.48,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Tropical Latin America,22.26,22.21,68.88,4.66,17.56,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
WPRO A,61.11,62.07,193.41,12.37,47.38,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
WPRO B,16.2,16.56,51.58,3.31,13.99,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Western Europe,61.14,59.65,180.31,12.1,44.72,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Western Sub-Saharan Africa,4.85,4.81,15.3,0.89,3.88,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Afghanistan,1.77,1.82,5.76,0.4,1.45,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Albania,18.16,18.27,54.68,3.74,14.63,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Algeria,16.93,16.79,48.16,3.22,12.9,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Andorra,72.44,73.95,230.46,15.36,57.46,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Angola,12.4,12.17,37.44,2.64,9.51,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Antigua and Barbuda,36.66,37.14,114.46,7.51,28.55,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Argentina,30.67,30.4,89.11,6.54,21.73,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Armenia,12.54,12.44,37.49,2.66,9.35,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Australia,70.56,70.93,208.74,14.6,54.87,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Austria,68.64,67.23,194.93,13.23,52.5,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Azerbaijan,20.2,19.86,58.97,4.2,16.08,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bahamas,53.21,53.68,161.31,11.24,41.52,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bahrain,37.84,37.27,112.07,7.74,27.81,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bangladesh,4.25,4.39,13.34,0.92,3.25,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Barbados,40.83,40.17,116.02,7.55,31.58,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Belarus,27.18,26.6,77.8,5.7,20.7,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Belgium,65.04,64.4,188.06,14.2,47.23,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Belize,15.8,15.68,47.43,3.06,12.59,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Benin,3.94,3.77,11.07,0.77,2.82,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bhutan,12.36,12.5,35.95,2.47,9.85,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bolivia Plurinational States of,10.68,10.48,31.51,2.12,8.11,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bosnia and Herzegovina,17.8,17.6,54.23,3.63,13.41,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Botswana,28.14,27.49,80.54,5.29,20.33,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Brazil,4.73,4.75,14.4,1.05,3.66,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Brunei Darussalam,82.84,82.2,230.25,16.92,65.98,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Bulgaria,27.21,26.71,85.23,5.14,22.04,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Burkina Faso,3.43,3.48,10.7,0.73,2.83,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Burundi,1.61,1.65,5.25,0.33,1.33,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cote d'Ivoire,4.99,5.08,15.58,1.04,3.82,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cabo Verde Republic of,9.13,9.07,27.68,1.85,6.78,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cambodia,5.41,5.35,17.46,1.04,4.31,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cameroon,5.44,5.39,17.15,1.05,4.23,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Canada,66.73,67.25,208.31,14.31,49.59,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Central African Republic,2.29,2.27,7.02,0.46,1.82,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Chad,3.78,3.75,10.84,0.79,2.81,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Chile,34.96,34.61,104.37,7.05,25.66,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
China,15.74,15.69,48.63,2.93,11.95,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Colombia,36.28,35.58,106.99,7.55,27.06,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Comoros,3.21,3.34,10.29,0.63,2.97,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Congo,9.58,9.3,27.6,2.02,6.92,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cook Islands,19.39,19.15,60.58,3.79,14.77,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Costa Rica,23.26,22.6,66.65,4.64,17.08,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Croatia,35.23,33.79,99.39,6.93,26.31,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cuba,9.1,8.98,27.44,1.86,7.57,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Cyprus,53.26,54.66,162.68,11.26,42.52,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Czech Republic,45.85,46.85,146.28,9.74,40.19,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Democratic People's Republic of Korea,NA,NA,NA,NA,NA,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Democratic Republic of the Congo,1.19,1.18,3.59,0.24,0.93,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Denmark,68.95,68.68,204.61,14.67,54.27,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Djibouti,5.86,5.79,17.78,1.12,4.64,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Dominica,24.38,24.8,75.15,5.01,24.08,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Dominican Republic,19.09,19.45,59.96,3.97,15.59,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Ecuador,18.32,17.78,53.42,3.73,13.46,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Egypt,13.53,13.98,42.76,2.69,11.47,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
El Salvador,14.31,14.12,44.18,2.92,10.58,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Equatorial Guinea,50.57,51.23,157.87,11.19,41.37,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Eritrea,1.52,1.51,4.47,0.29,1.13,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Estonia,37.61,37.63,112.82,7.15,31.09,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Ethiopia,2.76,2.72,8.13,0.53,2.06,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Fiji,10.48,10.15,32.03,2.07,7.92,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Finland,62.19,61.48,193.16,12.07,46.66,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
France,59.76,58.46,179.08,11.82,46.24,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Gabon,27.76,27.44,80.93,5.85,20.29,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Gambia,4.99,4.96,14.11,0.98,3.88,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Georgia,11.47,11.34,35.23,2.33,9.24,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Germany,64.46,64.49,195.67,12.4,49.26,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Ghana,4.32,4.3,12.65,0.91,3.35,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Greece,49.2,48.64,147.54,9.88,36.19,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Grenada,21.22,21.04,61.18,4.19,15.43,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Guatemala,10.81,11.1,34.15,2.26,8.67,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Guinea,2.78,2.83,8.17,0.61,2.16,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
Guinea-Bissau,3.18,3.17,10.19,0.64,2.48,tertiary hospital,Cost per outpatient visit (2010 International Dollars (PPP I$))
